recording_id,filename,start,end,duration,speaker,heuristic_caller,caller_label,note
Call recording 7251127_124019,Call recording 7251127_124019.wav,26.963,27.149,0.186,SPEAKER_00,SPEAKER_02,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,0.031,0.217,0.186,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,0.031,2.613,2.582,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,1.027,2.005,0.979,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,2.798,13.227,10.429,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,5.296,5.414,0.118,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,13.514,14.088,0.574,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,13.818,14.948,1.131,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,15.505,17.682,2.177,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,18.239,20.618,2.379,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,20.635,21.985,1.35,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,22.542,24.382,1.839,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,25.175,25.968,0.793,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,26.322,27.79,1.468,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,28.077,28.094,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,28.094,28.347,0.253,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,29.039,30.507,1.468,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,30.659,32.532,1.873,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,32.701,35.907,3.206,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,35.705,37.763,2.059,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,37.814,39.164,1.35,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,39.653,40.396,0.742,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,40.447,41.02,0.574,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,41.408,42.269,0.861,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,42.438,43.197,0.759,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,43.518,44.176,0.658,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,44.48,47.635,3.156,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,45.509,45.543,0.034,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,47.804,53.272,5.468,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,53.93,58.182,4.252,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,58.469,63.11,4.641,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,63.38,68.797,5.417,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,63.413,63.802,0.388,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,68.307,68.729,0.422,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,68.999,73.876,4.877,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,70.568,70.872,0.304,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,73.876,74.635,0.759,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,74.163,75.007,0.844,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,75.007,75.26,0.253,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,75.563,86.026,10.463,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,86.043,92.708,6.666,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,92.945,96.91,3.966,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,94.565,95.172,0.607,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,95.948,98.615,2.666,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,99.239,101.838,2.599,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,101.838,103.812,1.974,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,104.116,105.753,1.637,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,105.668,106.175,0.506,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,105.82,108.503,2.683,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,108.503,112.672,4.168,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,113.06,114.697,1.637,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,114.207,114.629,0.422,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_075207,Call recording 7251128_075207.wav,115.912,117.093,1.181,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,0.672,1.837,1.164,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,1.921,2.377,0.456,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,2.782,4.402,1.62,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,4.402,4.807,0.405,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,5.228,6.19,0.962,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,6.19,6.68,0.489,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,7.253,12.113,4.86,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,12.586,14.695,2.109,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,14.864,14.881,0.017,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,14.881,15.387,0.506,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,14.999,18.745,3.746,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,18.745,23.032,4.286,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,24.078,29.613,5.535,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,29.815,34.591,4.776,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,35.603,41.408,5.805,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,42.978,43.315,0.337,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,43.72,44.311,0.591,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,44.699,49.863,5.164,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,51.247,53.103,1.856,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_090539,Call recording 7251128_090539.wav,54.419,55.364,0.945,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,0.031,0.807,0.776,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,2.427,2.815,0.388,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,3.271,3.49,0.219,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,3.76,4.115,0.354,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,4.958,6.713,1.755,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,6.713,7.068,0.354,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,7.253,8.114,0.861,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,8.84,9.498,0.658,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,9.869,12.94,3.071,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,12.417,19.825,7.408,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,20.467,24.618,4.151,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,20.905,21.496,0.591,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,24.517,25.968,1.451,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,26.204,27.301,1.097,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,26.693,27.368,0.675,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,28.162,31.84,3.679,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,28.178,28.448,0.27,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,30.338,37.055,6.716,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,37.696,39.586,1.89,SPEAKER_00,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,38.236,38.725,0.489,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_162532,Call recording 7251128_162532.wav,39.08,39.434,0.354,SPEAKER_01,SPEAKER_01,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,0.031,1.955,1.924,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,2.275,9.093,6.817,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,9.717,13.48,3.763,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,13.902,14.375,0.473,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,14.594,15.809,1.215,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,15.353,15.927,0.574,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,16.265,16.484,0.219,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,16.855,22.357,5.501,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,22.778,26.373,3.594,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,27.402,32.954,5.552,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,32.903,38.371,5.468,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,38.59,39.704,1.114,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,41.257,42.218,0.962,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,41.948,42.269,0.321,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,42.59,46.032,3.443,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,46.218,50.639,4.421,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,51.533,52.85,1.316,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,52.968,53.288,0.321,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,53.66,55.398,1.738,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,57.085,59.347,2.261,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,60.815,61.22,0.405,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,61.642,62.384,0.742,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,63.582,64.477,0.894,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,64.477,64.831,0.354,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,67.632,70.771,3.139,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,72.053,72.357,0.304,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,72.357,72.374,0.017,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,72.458,73.387,0.928,SPEAKER_00,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,75.023,75.766,0.742,SPEAKER_01,SPEAKER_00,,
Call recording 7251128_172437,Call recording 7251128_172437.wav,76.643,77.96,1.316,SPEAKER_01,SPEAKER_00,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,0.031,1.87,1.839,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,2.68,6.157,3.476,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,3.389,3.49,0.101,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,5.583,5.735,0.152,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,6.308,8.873,2.565,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,6.73,6.848,0.118,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,9.228,10.898,1.671,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,11.05,15.269,4.219,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,12.873,13.092,0.219,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,15.809,19.184,3.375,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,19.336,20.129,0.793,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,20.551,22.289,1.738,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,22.036,22.272,0.236,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,22.289,22.34,0.051,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,22.863,22.88,0.017,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,22.88,23.032,0.152,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,23.032,23.977,0.945,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,23.133,23.183,0.051,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,24.668,29.663,4.995,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,29.697,31.975,2.278,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,32.566,32.65,0.084,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,32.65,35.485,2.835,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,32.718,33.393,0.675,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,36.008,39.721,3.713,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,38.472,39.198,0.726,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,40.092,40.953,0.861,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,42.185,42.978,0.793,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,42.978,43.045,0.067,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,43.484,43.923,0.439,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,43.923,47.618,3.696,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,48.007,50.082,2.076,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,50.268,52.765,2.497,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,50.673,55.364,4.691,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,56.275,57.895,1.62,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,56.815,59.937,3.122,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,60.477,62.367,1.89,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,62.57,63.953,1.384,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,62.84,63.852,1.013,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,64.24,65.86,1.62,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,65.86,65.877,0.017,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,65.877,65.894,0.017,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,66.502,67.16,0.658,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,67.43,73.775,6.345,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,71.412,71.648,0.236,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,72.509,75.26,2.751,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,76.508,77.487,0.979,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,77.521,77.572,0.051,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,77.572,77.791,0.219,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,77.791,78.128,0.338,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,78.128,82.634,4.506,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,79.951,80.778,0.827,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,82.634,82.786,0.152,SPEAKER_00,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,82.786,83.309,0.523,SPEAKER_01,SPEAKER_01,,
Call recording 7_251128_061849,Call recording 7_251128_061849.wav,82.921,83.242,0.321,SPEAKER_00,SPEAKER_01,,
