recording_id,filename,start,end,duration,speaker,heuristic_caller,caller_label,note
Call recording 251129_111451,Call recording 251129_111451.wav,5.667,5.684,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,5.684,5.735,0.051,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,7.0,7.54,0.54,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,7.895,15.32,7.425,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,14.442,17.108,2.666,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,17.986,20.433,2.447,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,20.703,21.31,0.608,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,21.698,25.276,3.578,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,26.069,27.453,1.384,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,27.655,30.946,3.291,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,31.672,33.292,1.62,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,33.494,34.253,0.759,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,34.456,38.54,4.084,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,38.759,40.008,1.249,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,40.278,42.758,2.481,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,43.703,47.77,4.067,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,47.77,59.11,11.34,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,59.903,60.19,0.287,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,60.19,61.726,1.536,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,62.097,62.249,0.152,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,62.637,63.025,0.388,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,63.768,67.97,4.202,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,70.265,73.133,2.869,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,72.83,78.736,5.906,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,82.246,86.212,3.966,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,86.414,93.755,7.341,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,94.548,94.97,0.422,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,94.97,95.965,0.996,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,95.965,96.067,0.101,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,96.556,96.573,0.017,SPEAKER_00,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,96.573,96.607,0.034,SPEAKER_01,SPEAKER_00,,
Call recording 251129_111451,Call recording 251129_111451.wav,96.607,96.809,0.203,SPEAKER_00,SPEAKER_00,,
Call recording 251130_061344,Call recording 251130_061344.wav,0.031,3.642,3.611,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,3.895,7.709,3.814,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,8.283,12.704,4.421,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,13.21,17.918,4.708,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,17.918,19.167,1.249,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,19.167,19.184,0.017,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,19.184,19.977,0.793,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,19.977,20.23,0.253,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,20.23,20.281,0.051,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,20.281,20.315,0.034,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,20.753,26.508,5.754,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,27.183,27.47,0.287,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,27.807,28.803,0.996,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,29.039,29.056,0.017,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,29.056,29.461,0.405,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,29.461,29.512,0.051,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,30.119,30.136,0.017,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,30.136,31.705,1.569,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,32.043,32.667,0.624,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,32.667,32.768,0.101,SPEAKER_00,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,33.359,34.27,0.911,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,34.051,34.22,0.169,SPEAKER_00,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,34.27,34.355,0.084,SPEAKER_00,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,35.485,35.772,0.287,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,36.177,38.962,2.784,SPEAKER_00,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,38.978,39.147,0.169,SPEAKER_00,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,39.299,39.316,0.017,SPEAKER_00,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,39.316,45.61,6.294,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,45.61,45.712,0.101,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,45.712,45.982,0.27,SPEAKER_01,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,45.982,48.817,2.835,SPEAKER_02,SPEAKER_02,,
Call recording 251130_061344,Call recording 251130_061344.wav,47.956,49.323,1.367,SPEAKER_01,SPEAKER_02,,
Call recording 251130_182300,Call recording 251130_182300.wav,0.031,0.048,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,0.166,2.309,2.143,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,2.41,2.461,0.051,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,2.461,8.3,5.839,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,9.11,9.16,0.051,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,9.464,9.515,0.051,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,10.426,11.152,0.726,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,12.164,13.295,1.131,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,13.666,15.472,1.806,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,14.932,17.21,2.278,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,17.902,20.534,2.633,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,18.982,21.175,2.194,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,21.462,23.369,1.907,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,23.622,25.158,1.536,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,25.715,28.347,2.632,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,25.748,26.035,0.287,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,28.904,30.406,1.502,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,30.743,34.237,3.493,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,30.828,31.148,0.321,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,34.473,36.16,1.688,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,36.582,36.869,0.287,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,37.696,39.67,1.974,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,40.16,41.392,1.232,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,42.016,42.387,0.371,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,42.708,45.205,2.498,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,45.948,46.538,0.591,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,46.032,46.775,0.742,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,47.129,50.588,3.459,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,50.909,52.563,1.654,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,52.833,57.743,4.911,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,55.499,57.693,2.194,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,58.503,62.131,3.628,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,62.333,63.7,1.367,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,62.722,63.143,0.422,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,64.021,67.025,3.004,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,67.7,70.552,2.852,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,70.788,73.235,2.447,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,70.906,71.125,0.219,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,73.336,76.12,2.784,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,76.39,79.411,3.021,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,76.762,77.082,0.321,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,79.664,82.145,2.481,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,82.702,83.191,0.489,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,82.82,83.107,0.287,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,83.258,85.385,2.126,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,85.925,90.211,4.286,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,90.768,94.784,4.016,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,95.02,98.783,3.763,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,98.817,99.543,0.726,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,99.543,99.56,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,99.56,99.695,0.135,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,99.695,99.796,0.101,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,99.796,99.847,0.051,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,99.847,101.382,1.536,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,99.897,104.099,4.202,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,102.462,104.15,1.688,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,104.42,110.056,5.636,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,110.292,115.625,5.333,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,116.62,120.417,3.797,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,119.337,123.725,4.388,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,122.307,122.746,0.439,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,123.86,126.003,2.143,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,124.197,128.568,4.371,SPEAKER_00,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,128.737,129.378,0.641,SPEAKER_01,SPEAKER_00,,
Call recording 251130_182300,Call recording 251130_182300.wav,129.192,130.019,0.827,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,0.031,1.263,1.232,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,2.005,4.942,2.936,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,3.794,3.997,0.203,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,5.043,7.22,2.177,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,5.583,6.663,1.08,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,7.591,8.266,0.675,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,8.367,8.806,0.439,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,8.806,8.84,0.034,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,9.481,16.636,7.155,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,15.978,16.265,0.287,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,16.298,17.935,1.637,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,18.155,19.522,1.367,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,20.197,25.85,5.653,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,20.247,21.091,0.844,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,26.305,27.115,0.81,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,26.423,33.072,6.649,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,33.224,40.177,6.953,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,40.48,41.965,1.485,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,40.632,41.847,1.215,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,41.965,42.033,0.068,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,42.033,42.05,0.017,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,42.05,42.117,0.067,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,42.117,42.218,0.101,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,42.218,44.851,2.633,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,44.108,51.466,7.358,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,51.466,52.225,0.759,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,51.584,52.107,0.523,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,52.343,59.701,7.358,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,54.318,54.976,0.658,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,55.195,56.107,0.911,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,58.57,58.756,0.186,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,59.87,63.953,4.084,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,62.755,68.51,5.754,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,68.881,73.201,4.32,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,69.033,69.826,0.793,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,73.555,75.158,1.603,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,74.5,74.821,0.321,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,75.158,75.58,0.422,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,75.58,76.103,0.523,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,75.597,76.07,0.472,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,76.103,76.424,0.321,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,76.424,78.078,1.654,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,79.259,80.238,0.979,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,80.677,81.706,1.029,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,81.706,81.723,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,81.723,81.74,0.017,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,82.33,82.82,0.489,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,83.697,84.71,1.013,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,83.731,89.03,5.299,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,86.819,88.388,1.569,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,90.515,92.253,1.738,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,92.455,92.945,0.489,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,93.839,95.037,1.198,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,95.037,95.071,0.034,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,95.071,100.302,5.231,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,95.273,95.78,0.506,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,100.606,103.627,3.021,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,100.808,101.568,0.759,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,103.171,106.31,3.139,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,103.829,104.302,0.472,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,105.213,106.512,1.299,SPEAKER_00,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,106.512,106.816,0.304,SPEAKER_01,SPEAKER_00,,
Call recording 251201_114612,Call recording 251201_114612.wav,107.137,107.71,0.574,SPEAKER_01,SPEAKER_00,,
Call recording 251201_154056,Call recording 251201_154056.wav,0.031,1.516,1.485,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,1.685,14.122,12.437,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,14.442,17.935,3.493,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,18.273,20.197,1.924,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,20.382,21.766,1.384,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,21.833,21.85,0.017,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,21.85,22.188,0.338,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,22.188,22.947,0.759,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,23.167,23.588,0.422,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,23.588,23.605,0.017,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,24.415,24.432,0.017,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,24.432,25.09,0.658,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,25.343,31.942,6.598,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,31.942,32.026,0.084,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,32.026,32.06,0.034,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,32.06,35.047,2.987,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,35.249,42.37,7.121,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,36.987,37.392,0.405,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,42.674,50.808,8.134,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,42.691,43.214,0.523,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,46.387,46.876,0.489,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,50.909,60.764,9.855,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,61.608,61.642,0.034,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,61.642,61.962,0.321,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,62.452,62.468,0.017,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,62.468,68.459,5.991,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,68.797,74.399,5.603,SPEAKER_01,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,69.877,70.231,0.354,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,72.475,72.779,0.304,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,73.994,74.365,0.371,SPEAKER_00,SPEAKER_01,,
Call recording 251201_154056,Call recording 251201_154056.wav,74.973,74.99,0.017,SPEAKER_00,SPEAKER_01,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,0.031,0.301,0.27,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,0.908,1.617,0.709,SPEAKER_01,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,2.14,2.208,0.068,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,2.157,2.765,0.607,SPEAKER_01,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,3.018,6.933,3.915,SPEAKER_01,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,7.49,8.755,1.266,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,9.143,11.0,1.856,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,11.422,12.653,1.232,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,12.907,13.784,0.877,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,14.071,15.37,1.299,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,15.421,15.505,0.084,SPEAKER_00,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,15.505,17.345,1.839,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,17.851,20.45,2.599,SPEAKER_00,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,19.201,20.247,1.046,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,20.753,21.108,0.354,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,20.922,22.357,1.434,SPEAKER_00,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,21.462,22.036,0.574,SPEAKER_02,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,22.492,23.335,0.844,SPEAKER_00,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,23.572,24.888,1.316,SPEAKER_00,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,25.647,25.968,0.321,SPEAKER_00,SPEAKER_02,,
Call recording 7251127_124019,Call recording 7251127_124019.wav,26.474,26.761,0.287,SPEAKER_00,SPEAKER_02,,
